annot	ERR2098365	ERR2098366	ERR2098367	ERR2098368	ERR2098369	ERR2098370	ERR2098371	ERR2098372	ERR2098373	ERR2098374	ERR2098375	ERR2098376	ERR2098377	ERR2098378	ERR2098379	ERR2098380	ERR2098381	ERR2098382	ERR2098383	ERR2098384	ERR2098385	ERR2098386	ERR2098387	ERR2098388	ERR2098389	ERR2098390	ERR2098391	ERR2098392	ERR2098393	ERR2098394	ERR2098395	ERR2098396	ERR2098397	ERR2098398	ERR2098399	ERR2098400	ERR2098401	ERR2098402	ERR2098403	ERR2098404	ERR2098405	ERR2098406	ERR2098407	ERR2098408	ERR2098409	ERR2098410	ERR2098411	ERR2196983	ERR2196984	ERR2196985
COG4857	143.247381	150.001898	138.113755	139.254885	142.660848	131.511744	126.225352	129.886950	123.637411	133.459118	127.062267	125.960170	139.255378	86.021461	151.836759	152.682405	125.904435	99.059516	116.929882	109.404124	100.229020	86.868938	101.305602	144.504089	138.847255	149.959403	117.362273	123.969582	115.654183	94.238276	83.301378	94.267005	105.847087	137.027374	132.365266	138.947800	143.630863	99.012711	120.880395	111.638258	120.238100	89.568380	88.472270	124.144373	115.992217	129.888184	122.771455	96.122495	128.441798	121.824027
COG4858	35.895234	46.638589	41.114053	37.292247	44.349923	36.187329	37.174029	46.872864	34.216397	39.926810	33.765557	38.807657	53.238577	31.850612	45.072854	36.242262	43.577554	28.918661	36.600021	32.812787	32.809366	33.345039	33.631067	50.714349	45.867260	43.613122	42.448715	42.082311	41.583601	35.938618	35.648347	30.718767	37.110853	50.020337	59.648548	47.239941	52.883175	32.573601	39.578425	33.145363	41.231342	31.577172	29.613148	49.564845	55.544812	29.391045	32.883772	31.757609	46.917755	37.919091
COG4859	6.591388	5.687992	5.201519	4.095090	6.847746	6.491890	5.810669	6.326184	5.226941	5.585277	5.501181	5.717187	2.827833	10.417597	5.562239	4.066362	5.612839	7.062297	11.378159	6.141376	13.154767	19.244055	20.252830	3.891147	3.854212	5.250235	8.090058	14.732612	11.682090	15.512422	12.966796	15.750419	16.727973	8.593189	4.301906	3.210263	4.456962	13.958252	9.768136	8.003861	8.030517	31.825218	27.221027	3.617070	5.165451	7.131965	7.083081	13.804753	6.195349	8.415151
COG4860	27.632839	42.848306	19.330253	30.931978	27.808128	31.197035	19.619317	31.437911	23.528176	29.639852	18.244183	25.625238	33.576517	24.504611	40.973631	29.284330	23.668273	19.371649	16.337238	10.180821	26.433939	27.559667	29.330165	39.142665	41.375753	40.690561	28.557238	29.563693	26.407780	25.868101	27.289667	29.333332	27.182453	46.399308	43.394795	37.561518	42.578273	19.478484	21.868615	17.141671	25.217005	25.599579	31.202886	43.874384	48.715616	16.528520	17.574625	25.322695	35.303657	27.836227
COG4861	39.273381	37.656830	42.347896	40.759096	39.321530	39.124588	33.541116	40.357750	41.514219	42.967367	57.487877	41.373549	30.851837	38.852807	34.013494	39.506462	37.636526	79.778833	72.445667	79.743515	49.119024	55.498337	47.267190	29.953485	30.834020	29.710786	54.193577	66.699808	50.444315	55.058624	46.463048	53.561684	56.458554	31.062290	27.966150	26.928941	22.908006	59.328311	53.402364	57.366316	51.907964	46.618839	52.893087	26.663206	23.604802	53.970450	55.915060	54.961693	33.138757	54.213433
COG4862	17.802666	21.887738	24.402742	17.173516	21.567347	16.620824	16.148863	16.443794	13.102276	19.222493	29.472757	26.861141	14.640406	22.608753	17.032566	15.849334	17.010547	35.720633	31.616822	39.627635	21.395185	20.010711	18.577652	13.309054	15.393368	16.507786	22.494171	18.656575	23.031580	20.691135	21.047733	24.515591	23.725130	15.082187	20.318952	14.890947	12.878837	21.223139	22.906904	24.230390	22.015435	24.278985	25.047800	12.463104	17.916219	23.873389	21.643718	17.674641	13.079172	19.373429
COG4863	83.920185	85.497631	95.304807	79.947852	90.006670	91.324336	79.253223	99.941519	66.300744	80.970908	81.689878	94.391054	100.931791	122.664706	131.561851	99.800148	70.555428	68.670269	71.167790	64.677062	119.885862	132.981163	144.880436	84.483934	96.703143	102.117914	82.109775	74.571636	84.176960	127.946955	130.323838	131.798229	114.185159	115.754237	129.645471	102.526128	106.246722	83.820953	91.386008	65.714987	96.878753	166.885470	171.371200	97.577428	100.818751	71.745741	80.126941	125.947653	87.715337	83.250662
COG4864	114.162635	121.882358	114.668837	121.650569	129.778869	119.476249	133.086882	130.190668	124.062204	121.405422	116.000249	101.141279	118.930655	56.158754	123.951046	118.807463	116.848177	101.121634	102.714228	95.777118	92.225992	75.607739	48.811425	126.883084	122.674448	111.949383	112.695898	105.542653	109.817888	74.535225	67.304630	59.376415	87.869438	110.530440	108.077174	118.977368	106.347695	106.280895	91.676126	97.451697	95.047468	54.263167	57.433522	96.757158	100.236734	92.083441	91.738078	70.436037	102.354118	104.411670
COG4865	51.564531	54.508125	50.694304	49.903989	57.973963	51.872521	53.662316	56.154824	55.075166	49.922672	55.023440	62.510260	51.982411	78.493118	62.173499	53.704307	51.054791	54.030830	63.929705	41.122451	62.615260	70.040337	92.567750	51.870208	50.430162	49.177458	58.367568	57.865066	49.296646	77.426811	74.715706	79.673795	67.415028	57.496347	60.727864	60.679040	57.084485	54.995401	58.010765	53.537734	64.065183	83.280647	88.594848	56.122450	51.195860	46.868524	49.149540	71.332433	56.930520	58.554221
COG4866	30.430896	29.104376	25.443479	27.296021	23.433734	34.697992	32.882780	30.517912	26.757702	24.945234	22.076221	26.507508	39.975519	22.813473	41.815878	29.061435	34.094249	14.805823	15.075450	15.314396	29.605030	26.762654	29.009332	38.884003	43.348587	47.845313	26.286550	14.039036	22.314778	27.892568	32.671688	30.227682	29.312995	46.442133	42.404853	50.906245	53.686770	24.862903	24.623823	18.259155	25.411095	27.267322	24.772912	52.570618	50.362953	14.147134	18.601237	27.367681	47.685358	23.410974
COG4867	237.051007	259.965141	274.024012	253.798088	289.995255	273.069547	271.239889	260.612957	266.690750	255.596395	240.647566	252.626151	272.471510	114.541948	344.307100	323.821583	238.882773	204.874059	271.947143	182.488086	190.315381	156.974883	97.133555	253.140441	252.610563	281.205874	295.690510	297.650930	301.597267	160.932077	148.221548	148.195832	221.455435	307.090934	328.438476	314.142164	274.207075	276.790697	254.857082	264.994053	293.775696	124.268860	128.091047	221.518878	256.039388	201.489355	241.793563	170.025769	244.707663	273.568938
COG4868	53.710813	53.348372	49.425621	52.976319	65.236731	57.959030	43.820777	51.563031	49.797036	52.621799	59.253168	57.797959	63.461205	44.838355	60.543165	63.392571	55.640883	52.617238	62.407459	44.547587	64.070628	57.495499	64.405118	58.690208	48.256260	53.106827	69.941951	66.503032	67.317038	62.121058	56.300554	63.229670	65.057636	73.469828	73.340141	66.525746	52.804968	62.924286	65.149408	55.526200	72.126182	59.249077	51.214208	60.491870	60.353240	56.657194	59.317453	57.255898	54.785951	63.630170
COG4869	27.586065	27.240893	33.593409	28.089540	32.399904	31.134341	23.267424	28.595285	30.205230	26.258444	42.672381	28.851521	28.891598	60.606348	29.772591	33.891698	27.031094	39.957557	29.616948	28.735587	47.109384	52.214936	73.847267	23.595149	25.105204	30.230633	36.534193	27.354281	32.205444	45.651791	33.960963	62.736585	41.324321	25.545427	24.493655	28.101249	27.631632	30.582469	34.950885	31.914805	31.924277	32.738448	26.935200	23.154425	19.635678	27.573856	30.825082	52.131718	25.310047	33.946820
COG4870	405.153767	381.392024	397.329463	375.377360	475.256247	354.309859	388.230351	374.154703	384.250721	344.859544	538.389104	446.299308	415.501029	588.983675	255.524131	266.769473	467.128890	549.738244	766.159185	600.139429	566.755352	523.351160	519.123788	350.941298	235.421356	269.491204	484.830074	545.726955	463.674005	513.871065	551.385945	520.960262	570.770251	276.260681	294.209604	247.763827	244.875864	484.467873	480.174727	524.792818	448.258074	640.822785	627.439679	337.927416	290.291480	561.327299	579.963880	529.837884	240.783802	485.666969
COG4871	14.570876	20.014940	14.091858	19.620581	16.384099	15.130475	16.024059	16.791720	11.008385	16.989819	19.432282	18.637666	14.630839	33.764601	16.436832	15.754035	12.238260	20.504553	20.661523	18.198838	25.659759	31.408382	39.658228	12.539156	12.251723	12.392974	19.581649	24.221404	18.940816	26.385132	31.722113	26.684634	28.197979	16.417370	18.106460	15.196165	14.636645	23.911582	15.320741	23.527073	15.990318	30.420500	37.904240	10.359662	17.107150	14.504132	17.207207	28.453767	12.350319	17.175286
COG4872	28.002136	26.723841	33.240519	40.635040	38.032970	36.712588	38.220791	30.726423	40.255960	41.504616	29.134987	34.767678	33.456733	21.129787	43.535436	55.787174	34.974681	14.344288	18.492924	22.659214	23.351771	20.632721	17.198969	38.101977	43.160762	38.392187	35.268688	24.424502	29.385505	24.368315	23.519308	21.657746	26.987747	38.337826	43.387332	33.296140	38.112367	29.942253	25.729167	25.857616	27.879860	22.959907	21.349127	28.267650	29.639225	15.466375	18.473660	21.472153	44.242721	26.500810
COG4873	0.706496	0.984302	1.412045	0.783438	2.415393	0.678893	1.459521	0.291789	1.239908	0.696847	3.138460	1.999326	1.054089	2.205327	0.748015	0.593364	1.142449	0.639816	0.206128	1.080694	0.764329	0.753933	1.075159	0.920008	0.918785	0.857203	0.613966	0.411724	0.577677	0.569700	0.000000	0.000000	1.969558	0.192632	0.855206	1.442573	0.607341	1.489300	1.378820	0.576317	1.166854	0.438927	1.532260	0.854918	1.068881	1.489966	2.003918	0.498438	1.062131	0.971830
COG4874	163.582754	187.303363	154.392928	177.281111	135.496584	199.192181	176.140935	191.316177	145.043576	168.873197	114.365965	140.798692	208.429143	58.693465	243.465321	181.409878	139.750230	64.379132	70.786190	49.759563	84.728354	65.794699	53.493093	231.168001	261.720781	249.918454	123.750077	123.171652	135.898105	64.271968	72.983446	56.921511	80.471945	295.478909	285.023936	273.721601	263.758207	115.187680	109.023392	97.618558	141.902376	67.839294	74.020287	249.289839	264.661194	80.223762	101.402831	62.483913	245.479956	124.746456
